PART_NUMBER,REGIMEN,TypeMaterial,DESCRIPTION_EN,DESCRIPCION_ES,UMC,UMT,HTSMX,HTSMXBASE,HTSMXNICO,IGI_DUTY,PROSEC,R8,DESCRIPCION_R8,RRYNA_NON_DUTY_REQUIREMENTS,REMARKS,NETWEIGHT,IMPORTED_OR_NOT,SENSIBLE,HTS_SerialNo,CLAVESAT,DESCRIPCION_CN,MATERIAL_CN,MATERIAL_EN,FUNCTION_CN,FUNCTION_EN,COMPANY
5GYV-372105-1000-H1,IN,KD,Left front door connecting pipe 2,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex.,,,,,0.14,Y,N,CF SALE MXHTS2025120006,25181604,Left front door connected to Tube II,Steel,Steel,Welded parts that make up the car door,Welded parts that make up a car door,four wheeler
5BWV-031224-5001-H1M,IN,0,Rear Right Mount,MARCO INTERIOR DEL VEHICULO,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.407,Y,N,0,25181604,,,,,,
5HY1-031000-030-01003,A1,,,PRENSA DE SUJECION,,PZA,8205709902,82057099,2,15,Ex. ,,,NOM-050-SCFI-2004,,0,Y,N,0,31161603,,,,,,
5BWV-021300-5000,IN,0,MUFFLER ASSY,SILENCIADOR,PZA,PZA,8708920399,87089203,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,8.367,Y,N,0,25181604,,,,,,
940010-08558,A1,Equipo,Plate heat exchanger sheet (with sealing ring),INTERCAMBIADOR DE CALOR,PZA,PZA,8419509999,84195099,99,0,,,,NO RRNA,0,30,Y,N,0,40101835,,,,,,
5HYV-230270-1H00-H1M,IN,KD,Rear roof bar right tube assembly,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,6.15,Y,N,0,25181604,,,,,,
5BWV-230521-5000,IN,0,LH ADAPTER BRACKET FRONT BUMPER,SOPORTE ADAPTADOR DE PARACHOQUES,PZA,PZA,8708109900,87081099,0,10,3,1931R825050493,"PASTES DEL PARACHOQUES , PARACHOQUES  PARTE DE LA ESTRUCTURA INTERIOR DEL VEHICULO 8708109900",NO RRNA,0,0.175,Y,N,0,25181604,,,,,,
960010-02109,A1,Embalaje,Round Sign 30A-30cm Custom Content,ESTAMPA DE ADVERTENCIA,PZA,KG,4911919999,49119199,99,15,,,,NOM-050-SCFI-2004,,0.041,Y,N,CF SALE MXHTS2025110028,,a a1 2 e c 30A 30cm a a 1a sa,Paper,Paper,a e e,Ground markings,two wheeler
5GY0-03-001-Z,A1,HerramietasDeTrabajo,Auxiliary tooling for fuel tank installation,HERRAMIENTA,PZA,PZA,8205599999,82055999,99,15,Ex. Excepto: Paletas (cucharas) de albaNil; avellanadoras o expansores para tubos; aparatos o herramientas tipo pistola impulsados por cartuchos detonantes para incrustar o remachar taquetes pernos o clavos; llanas; alcuzas (aceiteras); cortavidrios.,,,NOM-050-SCFI-2004,0,1,Y,N,CF SALE MXHTS2025100007,25174800,,,,,,
940010-08647,A1,Equipo,Frequency converter,CONTROLADOR DE VELOCIDAD PARA MOTOR,PZA,PZA,8504401300,85044013,0,5,Ex. ,,,NO RRNA,0,0.49,Y,N,0,26101700,,,,,,
5BYV-050410-8000,IN,0,FRONT RH LOWER SWING ARM,BRAZO PARA SUSPENSION DELANTERA,PZA,PZA,8708800500,87088005,0,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,3.321,Y,N,0,25172000,,,,,,
5HYV-261100-1P00,A1,0,LH SIDE NET ASSY,RED DE PROTECCION IZQUIERDA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,,0.81,Y,N,0,25174400,,,,,,
940010-06240,A1,Equipo,CYLINDER,CILINDRO NEUMATICO,PZA,PZA,8412319900,84123199,0,0,,,,,,852,Y,N,CF SALE MXHTS2025110066,,e az c1 4 a c cY3,Aluminum alloy,ALLOY,The pressure energy of compressed gas is converted into mechanical energy,CYLINDERS ARE CORE PNEUMATIC ACTUATORS THAT CONVERT THE PRESSURE ENERGY OF COMPRESSED AIR INTO MECHANICAL ENERGY MAINLY REALIZING LINEAR RECIPROCATING MOTION OR OSCILLATING MOTION TO DRIVE INDUSTRIAL EQUIPMENT,four wheeler
5SYV-261100-6E00,A1,0,LH REAR SIDE NET ASSY,MALLA TEXTIL DE SEGURIDAD,PZA,KG,5608199900,56081999,0,10,,,,NO RRNA,0,0.81,Y,Y,0,11162108,,,,,,
940010-12603,A1,Equipo,UPVC water pipe,TUBO DE PVC,PZA,PZA,3917230499,39172304,99,0,,,,,,18,Y,N,CF SALE MXHTS2025070030,25174800,,,,,,
5HYV-031481-6000-H1M,IN,KD,Front axle mounting bracket.,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,1.4,Y,N,0,25181604,,,,,,
601401-00791,A1,Equipo,sleeve,DADO MAGNETICO,PZA,PZA,8204209900,82042099,0,10,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.05,Y,N,CF SALE MXHTS2025020017,31171502,,,,,,
JXMF-MX-0215,A1,HerramietasDeTrabajo,Straight shank drill bit  3.4,BROCAS,PZA,PZA,8207500703,82075007,3,35,,,,NOM-050-SCFI-2004,,0.1,Y,N,CF SALE MXHTS2025070027,25174800,,,,,,
5HY#-221600-1001-H1M,IN,0,Left cargo door guard welding assembly,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.72,Y,N,0,25181604,,,,,,
5BYV-001000-8300,IN,0,ECM ASSY,MODULO DE CONTROL ELECTRONICO,PZA,PZA,8537100600,85371006,0,0,,,,NO RRNA,0,0.36,Y,N,0,39121552,,,,,,
30006-122110810,IN,KD,BOLT,PERNOS ROSCADOS DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,,0.116,Y,N,CF SALE MXHTS2025050007,31161502,,,,,,
5SYV-083200-6000,IN,0,PARKING CABLE,ARBOL DE TRANSMISION FLEXIBLE (CHICOTE),PZA,PZA,8483100804,84831008,4,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,1.583,Y,N,0,26111800,,,,,,
SSYV-341400-2600,IN,,,CINTURON DE SEGURIDAD,,PZA,8708210100,87082101,0,0,,,,NOM-119-SCFI-2000,,0,Y,N,,25171900,,,,,,
5SYV-341200-8000,IN,KD,PASSENGER SEAT BELT ASSY,CINTURON DE SEGURIDAD,PZA,PZA,8708210100,87082101,0,0,,,,,,1.105,Y,N,0,25172100,,,,,,
JXMF-MX-0166,A1,Equipo,Pressure sensor,SENSOR DE PRESION,PZA,PZA,9032899900,90328999,0,5,Ex. ,,,,,0.2,Y,N,CF SALE MXHTS2025060034,41112400,,,,,,
5HY0-230290-0MP0M,IN,0,Seat on the upper right of the seat belt,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.13,Y,N,0,25181604,,,,,,
940010-08349,A1,Equipo,EXT power card,TARJETA DE CONTROL,PZA,PZA,8542310399,85423103,99,0,,,,NO RRNA,0,0.2,Y,N,0,32131010,,,,,,
5BYV-041033-1000,IN,0,RUBBER SERVICE COVER,CUBIERTA DE CAUCHO,PZA,KG,4016999999,40169999,99,0,,,,NO RRNA,0,0.3,Y,N,0,25181604,,,,,,
940010-08550,A1,Equipo,Mechanical Seal for Water Pump,PARTE DE BOMBA,PZA,PZA,8413911306,84139113,6,35,,,,NO RRNA,0,3.8,Y,N,0,25174800,,,,,,
601401-00203,A1,Equipo,blowing dust gun,PISTOLA PARA POLVO,PZA,PZA,8424309999,84243099,99,0,,,,,IT CANNOT BE IMPORTED BECAUSE SATA IS A REGISTERED REGISTERED TRADEMARK.,0.4,N,N,0,25174800,,,,,,
5BWV-180002-5000,IN,0,WATER OUTLET PIPE RADIATOR,TUBO PREFORMADO PARA RADIADOR,PZA,PZA,8708919900,87089199,0,5,Ex. ,,,NO RRNA,0,0.325,Y,N,0,25181604,,,,,,
5HY0-041043-0RE00,IN,0,FRONT RH TOP COVER,PANEL FRONTAL DERECHA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.759,Y,N,0,25181604,,,,,,
5BYV-212001-6200,IN,0,FRONT CAB LH BRACKET ASSY,SOPORTE,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.459,Y,N,0,25191700,,,,,,
5SYV-190010-1900-11,IN,KD,COMMERCIAL NAME DECAL, ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO,PZA,KG,4908909999,49089099,99,35,0,1931R825050530,"CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO  ETIQUETA DE PLASTICO  PLACA DE ADVERTENCIA , CALCOMANIA 4908909999",,,0.001,Y,N,CF SALE MXHTS2025050007,55121607,,,,,,
5SY0-031031-6001-H1M,IN,0,UPPER LEFT REINFORCEMENT PLATE OF REAR BEAM,PLACA DE REFUERZO SUPERIOR IZQUIERDA DE LA VIGA TRASERA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.197,Y,N,0,25181604,,,,,,
5HY#-133000-1000,IN,0,BACKREST ASSY,RESPALDO,PZA,PZA,9401999901,94019999,1,0,,,,NO RRNA,0,2.56,Y,N,0,25172100,,,,,,
940010-06299,A1,Equipo,CYLINDER,CILINDRO NEUMATICO,PZA,PZA,8412319900,84123199,0,0,,,,,,1606,Y,N,CF SALE MXHTS2025110066,,e az c1 4 a c cY3,Aluminum alloy,ALLOY,The pressure energy of compressed gas is converted into mechanical energy,CYLINDERS ARE CORE PNEUMATIC ACTUATORS THAT CONVERT THE PRESSURE ENERGY OF COMPRESSED AIR INTO MECHANICAL ENERGY MAINLY REALIZING LINEAR RECIPROCATING MOTION OR OSCILLATING MOTION TO DRIVE INDUSTRIAL EQUIPMENT,four wheeler
940010-08309,A1,Equipo,Plastic Box for controller,CAJA DE PARED,PZA,KG,3925909900,39259099,0,15,Ex. ,,,NO RRNA,0,1.5,Y,N,0,25174800,,,,,,
5SYA-230630-030-001-Z,A1,HerramietasDeTrabajo,Center Bumper Lower Crossbeam Assembly Welding Tool,PRENSA DE SUJECION,PZA,PZA,8479899999,84798999,99,0,,,,,,437,Y,N,CF SALE MXHTS2025060040,25174800,,,,,,
5BYV-320001-6000,IN,0,GEARSHIFT CABLE BRACKET,SOPORTE,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.091,Y,N,0,25191700,,,,,,
5HYV-352102-9000,IN,KD,3-WAY VALVE OUTLET HOSE 1,TUBOS PREFORMADOS PARA REFRIGERANTE,PZA,PZA,8708999999,87089999,99,0,,,,,0,0.105,Y,N,CF SALE MXHTS2025040002,25174800,,,,,,
940010-09541,A1,Equipo,Pressure gauge,MANOMETRO,PZA,PZA,9026209902,90262099,2,0,,,,NOM-013-SCFI-2004,,0.3,Y,N,CF SALE MXHTS2025110007,,aZ aS e,Glassi1 4 Stainless Steeli1 4 plastici1 4,Glass stainless steel plastic,aZ c1 4 c o e 3 4a a a a a,Compressed air equipment spare parts,four wheeler
5KWV-211002-1000,IN,0,SHOCK ABSORBER ALTERNATE PIPE,PARTE PARA SISTEMA DE SUSPENSION,PZA,PZA,8708809900,87088099,0,5,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.48,Y,N,0,25172000,,,,,,
5HYV-221102-6001-H1M,IN,KD,Cargo box inclined tube beam, PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,PZA,PZA,8708220100,87082201,99,10,Ex. ,,,,,0.31,Y,N,CF SALE MXHTS2025060020,25181604,,,,,,
5KWV-031003-1000-H1M,IN,KD,Front bottom beam and rear connecting pipe,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.478,Y,N,0,25181604,,,,,,
5HYV-341300-1H00,IN,0,SEAT BELT PASSENGER,CINTURON DE SEGURIDAD,PZA,PZA,8708210100,87082101,0,0,,,,NOM-119-SCFI-2000,Can be imported,1.222,Y,N,0,25172100,,,,,,
30305-100112,IN,KD,WASHER,ARANDELA DE ACERO,PZA,KG,7318229199,73182291,99,35,,1931R825050385,ARANDELA DE ACERO 7318229199,,0,0.01,Y,N,CF SALE MXHTS2025040002,31161507,,,,,,
5BYV-230100-6001-0BP00,IN,0,REAR ROW LH CAB,PARTE DE CABINA TRASERA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,2.678,Y,N,0,25181600,,,,,,
601401-00756,A1,Equipo,sleeve,DADO,PZA,PZA,8204209900,82042099,0,10,Ex. ,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,0.05,Y,N,CF SALE MXHTS2025020017,31171502,,,,,,
5HYV-131315-6000-H1,IN,KD,Seat base Front,PARTE PARA ASIENTO,PZA,PZA,9401200100,94012001,1,0,,,,,,1,Y,N,CF SALE MXHTS2025050082,25174400,,,,,,
30006-080020810,IN,0,BOLT M8x20,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.0016,Y,N,0,31161500,,,,,,
5SYV-230690-6000-H1M,IN,0,The left tube assembly of the middle top bar,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,4.78,Y,N,0,25181604,,,,,,
5HYV-132000-6000,IN,0,PASSENGER SEAT ASSY,ASIENTO,PZA,PZA,9401200100,94012001,0,0,,,,NO RRNA,0,3.8,Y,N,0,26101700,,,,,,
6AQV-140800-1002-0VR00,A1,KD,FRONT LH FOOTREST SEAT,ESTRIBIBO PARA MOTOCICLETA,PZA,PZA,8714100200,87141002,0,0,,,,,,0.101,Y,N,CF SALE MXHTS2025120004,10141605,a a e se1 ao c a e,aluminum,Aluminium,Assembling the complete vehicle,Assemble the whole vehicle,two wheeler
TBQ381,A1,0,SLINGS,EMBALAJE METALICO,PZA,PZA,7326909999,73269099,99,35,,,,NO RRNA,0,25.5,Y,N,0,31181701,,,,,,
5SYV-030300-8002,IN,,FRONT ROW SEAT BRACKET,SOPORTE PARA ASIENTO,PZA,KG,8708299905,87082999,5,35,Ex. ,,,NO RRNA,0,6.643,Y,N,0,25172002,,,,,,
5HYV-374200-9000,IN,KD,Right Front Door Upper Hinge Assembly,BISAGRA,PZA,PZA,8302100200,83021002,0,0,,,,,,0.665,Y,N,CF SALE MXHTS2025060032,25174800,,,,,,
0180-011006,IN,KD,Gasket14,ARANDELA,PZA,KG,7318229199,73182291,99,35,,1931R825050385,ARANDELA DE ACERO 7318229199,,,0.005,Y,N,CF SALE MXHTS2025050009,25174800,,,,,,
5HYV-354300-9000,IN,KD,OUTDOOR TEMP. SENSOR,SENSOR DE TEMPERATURA,PZA,PZA,8541510100,85415101,0,0,,,,,0,0.012,Y,N,CF SALE MXHTS2025040002,25174800,,,,,,
940010-12563,A1,Equipo,Nylon rod,VARILLA DE NAILON,PZA,PZA,3916909100,39169091,0,0,,,,,,3.2,Y,N,CF SALE MXHTS2025070030,25174800,,,,,,
940010-08635,A1,Equipo,Frequency converters,CONTROLADOR,PZA,PZA,8504401300,85044013,0,5,Ex. ,,,NO RRNA,0,0.49,Y,N,0,26101700,,,,,,
5KWV-081000-1000,IN,0,HYDRAULIC BRAKE ASSY,FRENO HIDRAULICO,PZA,PZA,8708301000,87083010,0,5,3,1931R825034689,ENSAMBLE DE FRENO HIDRAULICO 8708301000 FRENO HIDRAULICO 8708301000,NO RRNA,0,8.12,Y,N,0,25171721,,,,,,
5BYV-190408-1900-12,IN,KD,DECAL LH DECO PLATE, ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO,PZA,KG,4908909999,49089099,99,35,0,1931R825050530,"CALCOMANIAS DECORATIVAS PARA CARROCERIA  ETIQUETAS ADHESIVAS IMPRESA DE PLASTICO  ETIQUETA DE PLASTICO  PLACA DE ADVERTENCIA , CALCOMANIA 4908909999",,,0.001,Y,N,CF SALE MXHTS2025050007,55121606,,,,,,
5SYV-060410-6002A,IN,0,"REAR RH LOWER SWING ARM,ASSY",BRAZO OSCILANTE INFERIOR TRASERO DERECHO,PZA,PZA,8708809900,87088099,0,5,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,4.8,Y,N,0,25172000,,,,,,
5HY0-043064,IN,0,RH LOWER GUARD SEAT,GUARNICION PARA CARROCERIA DE PLASTICO,PZA,KG,3926300299,39263002,99,15,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.785,Y,N,0,25181600,,,,,,
601401-01115,A1,Embalaje,Flathead Screwdriver 6A-150 - Sata - 62213,HERRAMIENTA DE MANO (DESARMADOR ),PZA,PZA,8205409900,82054099,0,15,Ex.,,,NOM-050-SCFI-2004,,0.098,Y,N,CF SALE MXHTS2025110028,,a a ezoa a 6A 150 a e3 43 4 62213,steel,Steel,Assembly and use,For assembly use,two wheeler
5HYV-046003-9000,IN,0,DECO PLATE CAB SEAL SPONGE,CALCOMANIA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,,,0.001,Y,N,0,31181701,,,,,,
30303-020900,IN,0,WASHER,ARANDELA,PZA,KG,7318229199,73182291,99,35,,1931R825050385,ARANDELA DE ACERO 7318229199,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.001,Y,N,0,31161507,,,,,,
5HYV-183060-6000,IN,0,ENGINE OUTLET ALUM PIPE,TUBERIA PREFORMADA,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.188,Y,N,0,25172000,,,,,,
30006-102025810,IN,0,BOLT M10x1.25x25,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.227,Y,N,0,31161500,,,,,,
5ASV-450220-5000,IN,KD,UPPER LIMIT BUSHING ASSY,COJINETE SIN RODAMIENTO,PZA,PZA,8483300499,84833004,99,0,,,,NOM-050-SCFI-2004,,0.169,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
5KWV-001000-2000,IN,KD,ECM ASSY,UNIDAD DE CONTROL ELECTRONICO PARA VEHICULO AUTOMOTRIZ,PZA,PZA,8537100600,85371006,0,0,,,,,,0.36,Y,N,CF SALE MXHTS2025050007,25174800,,,,,,
A000-180004,IN,0,Shock-absorbing rubber pad,ALMOHADILLA PARA RADIADOR,PZA,KG,4016930401,40169304,1,0,,,,NO RRNA,0,0.002,Y,N,0,13101600,,,,,,
5HY0-031505-0MP0M,IN,0,RIGHT SUPPORT PLATE OF CARGO BOX GIRDER,PLACA DE SOPORTE DERECHA DE LA VIGA DE LA CAJA DE CARGA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.075,Y,N,0,25181604,,,,,,
601402-00411,A1,Equipo,Hot air blower,PISTOLA DE CALOR,PZA,PZA,8543709999,85437099,99,0,,,,,CONFIRM THAT THE BRAND IS NOT VISIBLE,1.3,Y,N,CF SALE MXHTS2025020017,25174800,,,,,,
B20251151,A1,Equipo,Thread tap,MACHUELOS,PZA,PZA,8207400401,82074004,1,0,,,,NOM-050-SCFI-2004/unicamente: Machuelos con diametro igual o inferior a 50.8 mm y/o dados cuadrados ,,0.4,Y,N,CF SALE MXHTS2025110029,,Silk tapping,iron,iron,cutting tools,Cutting tools,four wheeler
9AYV-150100-4200,IN,0,MAIN CABLE,ARNES PARA USO AUTOMOTRIZ,PZA,PZA,8544309901,85443099,1,5,Ex. Excepto: Arneses reconocibles como diseNados exclusivamente para uso automotriz.,1931R825050647,ARNES PARA USO AUTOMOTRIZ ARNES ARNES ELECTRICO ARNES DE CABLES 8544309901,NOM-024-SCFI-2013,Need to label specific NOM-024 shipment mark,2.4,Y,N,0,26101700,,,,,,
5HY0-031691-1MP0M,IN,0,THE UPPER LEFT MOUNTING SEAT OF THE CUSHION,MONTAJE SUPERIOR IZQUIERDO DEL SILLON,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.108,Y,N,0,25181604,,,,,,
30006-060035810,IN,0,BOLT M10x1.25x110,TORNILLO DE ACERO DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.001,Y,N,0,31161600,,,,,,
5HY#-041054-1000,IN,0,FRONT RH SIDE PANEL,GUARNICION PARA CARROCERIA DE PLASTICO,PZA,KG,3926300299,39263002,99,15,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.43,Y,N,0,25181600,,,,,,
30001-102150110,IN,0,BOLT M10x1.25x150,PERNOS ROSCADOS DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.006,Y,N,0,31161600,,,,,,
940010-08553,A1,Equipo,Mechanical Seal for Water Pump,RETEN,PZA,PZA,8487909900,84879099,0,5,Ex. ,,,NO RRNA,0,0.2,Y,N,0,25174800,,,,,,
5HYV-190013-3300-12,IN,KD,HANDLEBAR TAG,ETIQUETA AUTOADHESIVA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,,,0.005,Y,N,CF SALE MXHTS2025050007,55121606,,,,,,
5HYV-231101-6000-0BP00,IN,0,BUMPER,PARTE DE LA DEFENSA,PZA,PZA,8708109900,87081099,0,10,3,1931R825050493,"PASTES DEL PARACHOQUES , PARACHOQUES  PARTE DE LA ESTRUCTURA INTERIOR DEL VEHICULO 8708109900",,,2.4,Y,N,0,25172603,,,,,,
5HYV-103200-1C00,IN,0,LOWER STEERING UNIVERSAL SHAFT ASSY,JUNTAS DE ARTICULACION,PZA,PZA,8483609900,84836099,0,10,Ex. ,,,NO RRNA,0,1.36,Y,N,0,25174602,,,,,,
0NYV-113000-3000,IN,0,AIR FILTER EXHAUST PIPE ASSY,TUBERIA PREFORMADA,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.72,Y,N,0,25191700,,,,,,
520090-00843,IN,0,Barcode printing paper 70x20x5000 sheets,ROLLO DE ETIQUETAS,PZA,KG,4821909900,48219099,0,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0,Y,N,0,55121600,,,,,,
5BYV-19SA01-7400-12,IN,0,DECAL,ETIQUETA AUTOADHESIVA,PZA,KG,3919909900,39199099,0,35,,1931R825051346,ETIQUETA AUTOADHESIVA 3919909900 REFLEJANTE AUTOADHESIVO 3919909900 CALCOMANIA 3919909900,NO RRNA,0,0.001,Y,N,0,55121606,,,,,,
5BWV-348002-5001,IN,0,OUTER CAP SEAT BELT,TAPA PARA CINTURON DE SEGURIDAD,PZA,PZA,8708292300,87082923,0,0,,,,NO RRNA,0,0.8,Y,N,0,25172100,,,,,,
940010-08524,A1,Equipo,Circulation Fan,VENTILADOR,PZA,PZA,8414599999,84145999,99,10,Ex. ,,,NOM-024-SCFI-2013 NOM-003-SCFI-2014,Need to label specific NOM-024 and NOM-003 shipment mark,2.2,Y,N,0,25174800,,,,,,
5KWV-180007-1000,IN,0,WATER PIPE BRACKET,SOPORTE PARA TUBO DE AGUA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,NO RRNA,0,0.028,Y,N,0,25181604,,,,,,
5BWV-050310-5000-0BP00,IN,0,FRONT RH UPPER SWING ARM ASSY,HORQUILLA PARA SUSPENSION,PZA,PZA,8708800700,87088007,0,5,Ex. ,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,2.088,Y,N,0,25181604,,,,,,
5SYV-134000-8001-23,IN,KD,Left Cover,PARTE PARA ASIENTO,PZA,PZA,9401200100,94012001,1,0,,,,,,0.235,Y,N,CF SALE MXHTS2025050082,25174800,,,,,,
900010-0256,A1,Embalaje,Highlighter Yuumi,MARCADOR,PZA,PZA,9608200100,96082001,0,15,,,,Aviso sanitario ante la COFEPRIS o ante las autoridades sanitarias de las entidades federativas Ane,,0.02,Y,N,CF SALE MXHTS2025110028,,e a c c 3,plastic,Plastic,a e a1 2,Daily Record,two wheeler
5ASV-041044-6000,IN,0,STRAP FRONT TOP COVER,PIEZA DE CAUCHO DE USO TECNICO,PZA,KG,4016990100,40169901,0,5,Ex. ,,,NO RRNA,0,0.042,Y,N,0,13101600,,,,,,
30006-102035810,IN,0,BOLT M10x1.25x35,PERNOS ROSCADOS DE USO AUTOMOTRIZ,PZA,KG,7318159903,73181599,3,35,,1931R825050575,TORNILLO DE ACERO DE USO AUTOMOTRIZ  PERNOS ROSCADOS DE USO AUTOMOTRIZ  MONTAJE DE LA PLACA DE PROTECCION 7318159903,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.227,Y,N,0,31161600,,,,,,
5BYV-150700-6701,IN,KD,WINCH ASSY,CABRESTANTE,PZA,PZA,8425310100,84253101,0,15,Ex. ,,,0,0,10.35,Y,N,0,24101600,,,,,,
7030-151614,IN,0,WASHER,ARANDELA DE ACERO,PZA,KG,7318229199,73182291,99,35,,1931R825050385,ARANDELA DE ACERO 7318229199,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,0.001,Y,N,0,31161507,,,,,,
520090-00983,A1,Equipo,Air Hose Connector,CONECTOR PARA MANGUERA,PZA,KG,3917400100,39174001,0,0,,,,0,0,0.227,Y,N,0,40141734,,,,,,
5BYV-230500-6001-0BP00,IN,0,MIDDLE CAB LH BEAM,SOPORTE MEDIO DE LA CABINA IZQUIERDA,PZA,KG,8708299908,87082999,8,35,Ex. ,,,NO RRNA,0,5.44,Y,N,0,25181604,,,,,,
5HYV-042055-9002,IN,KD,SEAT REAR SOUNDPROOF MAT,PARTE PARA CARROCERIA,PZA,KG,8708299999,87082999,99,35,Ex. ,,,,0,1.37,Y,N,CF SALE MXHTS2025040002,25181604,,,,,,
5ASV-222000-5000,IN,0,ROTATION SHAFT ASSY,PARTE DE LA CAJA DE CARGA,PZA,PZA,8708999999,87089999,99,0,,,,NOM-050-SCFI-2004,Need to label specific NOM-050 shipment mark,2.1,Y,N,0,25181604,,,,,,
5HYV-156000-9000-M1,IN,KD,Self winding tube with adhesive,TUBO,PZA,KG,3917399900,39173999,0,0,,,,,0,0.01,Y,N,CF SALE MXHTS2025040002,25174800,,,,,,
